day,device,browser,channel,visitors,signups
2025-04-10,desktop,edge,social,2177,104
2025-04-10,desktop,firefox,email,2708,200
2025-04-10,desktop,firefox,organic,7837,710
2025-04-10,desktop,firefox,paid,2039,131
2025-04-10,desktop,firefox,social,3329,196
2025-04-10,desktop,opera,email,1470,94
2025-04-10,desktop,opera,organic,4356,317
2025-04-10,desktop,opera,paid,1113,56
2025-04-10,desktop,opera,social,1778,73
2025-04-10,desktop,safari,email,3034,240
2025-04-10,desktop,safari,organic,8791,906
2025-04-10,desktop,safari,paid,2356,156
2025-04-10,desktop,safari,social,3539,236
2025-04-10,mobile,chrome,email,11290,704
2025-04-10,mobile,chrome,organic,33330,2581
2025-04-10,mobile,chrome,paid,8755,476
2025-04-10,mobile,chrome,social,13548,689
2025-04-10,mobile,edge,email,2755,126
2025-04-10,mobile,edge,organic,7947,463
2025-04-10,mobile,edge,paid,2097,74
2025-04-10,mobile,edge,social,3095,130
2025-04-10,mobile,firefox,email,3842,211
2025-04-10,mobile,firefox,organic,11225,766
2025-04-10,mobile,firefox,paid,2916,133
2025-04-10,mobile,firefox,social,4627,202
2025-04-10,mobile,opera,email,2097,91
2025-04-10,mobile,opera,organic,6235,278
2025-04-10,mobile,opera,paid,1613,46
2025-04-10,mobile,opera,social,2540,101
2025-04-10,mobile,safari,email,4390,257
2025-04-10,mobile,safari,organic,12293,860
2025-04-10,mobile,safari,paid,3216,161
2025-04-10,mobile,safari,social,5111,257
2025-04-10,tablet,chrome,email,2030,160
2025-04-10,tablet,chrome,organic,6024,555
2025-04-10,tablet,chrome,paid,1565,91
2025-04-10,tablet,chrome,social,2472,142
2025-04-10,tablet,edge,email,465,22
2025-04-10,tablet,edge,organic,1487,98
2025-04-10,tablet,edge,paid,374,21
2025-04-10,tablet,edge,social,579,22
2025-04-10,tablet,firefox,email,702,41
2025-04-10,tablet,firefox,organic,2129,169
2025-04-10,tablet,firefox,paid,533,28
2025-04-10,tablet,firefox,social,876,40
2025-04-10,tablet,opera,email,367,15
2025-04-10,tablet,opera,organic,1091,60
2025-04-10,tablet,opera,paid,278,11
2025-04-10,tablet,opera,social,463,16
2025-04-10,tablet,safari,email,728,46
2025-04-10,tablet,safari,organic,2334,196
2025-04-10,tablet,safari,paid,619,35
2025-04-10,tablet,safari,social,934,55
2025-04-11,desktop,chrome,email,4203,381
2025-04-11,desktop,chrome,organic,6540,773
2025-04-11,desktop,chrome,paid,5252,395
2025-04-11,desktop,chrome,social,2761,199
2025-04-11,desktop,edge,email,2345,164
2025-04-11,desktop,edge,organic,3592,319
2025-04-11,desktop,edge,paid,2861,169
2025-04-11,desktop,edge,social,1520,97
2025-04-11,desktop,firefox,email,4262,317
2025-04-11,desktop,firefox,organic,6630,605
2025-04-11,desktop,firefox,paid,5264,357
2025-04-11,desktop,firefox,social,2809,176
2025-04-11,desktop,opera,email,1764,120
2025-04-11,desktop,opera,organic,2645,212
2025-04-11,desktop,opera,paid,2015,114
2025-04-11,desktop,opera,social,1137,62
2025-04-11,desktop,safari,email,4211,377
2025-04-11,desktop,safari,organic,6560,693
2025-04-11,desktop,safari,paid,5190,408
2025-04-11,desktop,safari,social,2754,172
2025-04-11,mobile,chrome,email,13134,883
2025-04-11,mobile,chrome,organic,20155,1602
2025-04-11,mobile,chrome,paid,15800,887
2025-04-11,mobile,chrome,social,8515,465
2025-04-11,mobile,edge,email,7005,360
2025-04-11,mobile,edge,organic,10786,686
2025-04-11,mobile,edge,paid,8638,366
2025-04-11,mobile,edge,social,4525,187
2025-04-11,mobile,firefox,email,12799,700
2025-04-11,mobile,firefox,organic,19962,1336
2025-04-11,mobile,firefox,paid,15696,701
2025-04-11,mobile,firefox,social,8534,350
2025-04-11,mobile,opera,email,5098,212
2025-04-11,mobile,opera,organic,7913,419
2025-04-11,mobile,opera,paid,6230,204
2025-04-11,mobile,opera,social,3349,133
2025-04-11,mobile,safari,email,12847,876
2025-04-11,mobile,safari,organic,19530,1545
2025-04-11,mobile,safari,paid,15623,757
2025-04-11,mobile,safari,social,8457,407
2025-04-11,tablet,chrome,email,2974,232
2025-04-11,tablet,chrome,organic,4494,467
2025-04-11,tablet,chrome,paid,3621,266
2025-04-11,tablet,chrome,social,1999,148
2025-04-11,tablet,edge,email,1568,97
2025-04-11,tablet,edge,organic,2494,170
2025-04-11,tablet,edge,paid,1958,98
2025-04-11,tablet,edge,social,1119,46
2025-04-11,tablet,firefox,email,3035,221
2025-04-11,tablet,firefox,organic,4483,391
2025-04-11,tablet,firefox,paid,3530,171
2025-04-11,tablet,firefox,social,1857,87
2025-04-11,tablet,opera,email,1193,56
2025-04-11,tablet,opera,organic,1787,139
2025-04-11,tablet,opera,paid,1479,62
2025-04-11,tablet,opera,social,757,31
2025-04-11,tablet,safari,email,2841,213
2025-04-11,tablet,safari,organic,4575,394
2025-04-11,tablet,safari,paid,3559,219
2025-04-11,tablet,safari,social,1931,107
2025-04-12,desktop,chrome,email,11326,998
2025-04-12,desktop,chrome,organic,12136,1269
2025-04-12,desktop,chrome,paid,11234,780
2025-04-12,desktop,chrome,social,8757,637
2025-04-12,desktop,edge,email,3492,219
2025-04-12,desktop,edge,organic,3778,294
2025-04-12,desktop,edge,paid,3523,164
2025-04-12,desktop,edge,social,2778,142
2025-04-12,desktop,firefox,email,8980,669
2025-04-12,desktop,firefox,organic,9491,812
2025-04-12,desktop,firefox,paid,8944,530
2025-04-12,desktop,firefox,social,7258,406
2025-04-12,desktop,opera,email,2092,127
2025-04-12,desktop,opera,organic,2262,160
2025-04-12,desktop,opera,paid,2070,86
2025-04-12,desktop,opera,social,1641,72
2025-04-12,desktop,safari,email,4055,314
2025-04-12,desktop,safari,organic,4306,398
2025-04-12,desktop,safari,paid,4116,252
2025-04-12,desktop,safari,social,3215,180
2025-04-12,mobile,chrome,email,9308,592
2025-04-12,mobile,chrome,organic,9888,771
2025-04-12,mobile,chrome,paid,9198,458
2025-04-12,mobile,chrome,social,7347,368
2025-04-12,mobile,edge,email,2899,129
2025-04-12,mobile,edge,organic,3043,161
2025-04-12,mobile,edge,paid,2859,116
2025-04-12,mobile,edge,social,2378,84
2025-04-12,mobile,firefox,email,7506,411
2025-04-12,mobile,firefox,organic,8038,512
2025-04-12,mobile,firefox,paid,7382,318
2025-04-12,mobile,firefox,social,5943,255
2025-04-12,mobile,opera,email,1778,64
2025-04-12,mobile,opera,organic,1806,100
2025-04-12,mobile,opera,paid,1757,53
2025-04-12,mobile,opera,social,1335,32
2025-04-12,mobile,safari,email,3340,185
2025-04-12,mobile,safari,organic,3678,259
2025-04-12,mobile,safari,paid,3483,169
2025-04-12,mobile,safari,social,2732,154
2025-04-12,tablet,chrome,email,446,39
2025-04-12,tablet,chrome,organic,478,42
2025-04-12,tablet,chrome,paid,435,27
2025-04-12,tablet,chrome,social,343,28
2025-04-12,tablet,edge,email,128,8
2025-04-12,tablet,edge,organic,146,12
2025-04-12,tablet,edge,paid,140,7
2025-04-12,tablet,edge,social,120,6
2025-04-12,tablet,firefox,email,355,23
2025-04-12,tablet,firefox,organic,390,39
2025-04-12,tablet,firefox,paid,392,13
2025-04-12,tablet,firefox,social,301,13
2025-04-12,tablet,opera,email,84,3
2025-04-12,tablet,opera,organic,96,3
2025-04-12,tablet,opera,paid,88,5
2025-04-12,tablet,opera,social,63,4
2025-04-12,tablet,safari,email,157,16
2025-04-12,tablet,safari,organic,178,11
2025-04-12,tablet,safari,paid,164,8
2025-04-12,tablet,safari,social,128,5
2025-04-13,desktop,chrome,email,5015,424
2025-04-13,desktop,chrome,organic,8022,856
2025-04-13,desktop,chrome,paid,6938,511
2025-04-13,desktop,chrome,social,6174,452
2025-04-13,desktop,edge,email,1686,122
2025-04-13,desktop,edge,organic,2799,211
2025-04-13,desktop,edge,paid,2328,125
2025-04-13,desktop,edge,social,2303,138
2025-04-13,desktop,firefox,email,3564,273
2025-04-13,desktop,firefox,organic,5823,494
2025-04-13,desktop,firefox,paid,4831,283
2025-04-13,desktop,firefox,social,4281,274
2025-04-13,desktop,opera,email,2039,130
2025-04-13,desktop,opera,organic,3237,227
2025-04-13,desktop,opera,paid,2759,131
2025-04-13,desktop,opera,social,2474,110
2025-04-13,desktop,safari,email,3146,246
2025-04-13,desktop,safari,organic,5098,471
2025-04-13,desktop,safari,paid,4230,265
2025-04-13,desktop,safari,social,3892,245
2025-04-13,mobile,chrome,email,5386,338
2025-04-13,mobile,chrome,organic,8666,672
2025-04-13,mobile,chrome,paid,7242,365
2025-04-13,mobile,chrome,social,6622,317
2025-04-13,mobile,edge,email,1842,91
2025-04-13,mobile,edge,organic,2906,177
2025-04-13,mobile,edge,paid,2506,88
2025-04-13,mobile,edge,social,2291,86
2025-04-13,mobile,firefox,email,3749,213
2025-04-13,mobile,firefox,organic,6162,371
2025-04-13,mobile,firefox,paid,5132,212
2025-04-13,mobile,firefox,social,4610,192
2025-04-13,mobile,opera,email,2194,100
2025-04-13,mobile,opera,organic,3486,182
2025-04-13,mobile,opera,paid,2896,100
2025-04-13,mobile,opera,social,2566,80
2025-04-13,mobile,safari,email,3307,188
2025-04-13,mobile,safari,organic,5319,383
2025-04-13,mobile,safari,paid,4355,200
2025-04-13,mobile,safari,social,3921,176
2025-04-13,tablet,chrome,email,1487,102
2025-04-13,tablet,chrome,organic,2381,236
2025-04-13,tablet,chrome,paid,1918,112
2025-04-13,tablet,chrome,social,1777,124
2025-04-13,tablet,edge,email,525,34
2025-04-13,tablet,edge,organic,883,57
2025-04-13,tablet,edge,paid,669,40
2025-04-13,tablet,edge,social,617,31
2025-04-13,tablet,firefox,email,1059,63
2025-04-13,tablet,firefox,organic,1758,131
2025-04-13,tablet,firefox,paid,1380,68
2025-04-13,tablet,firefox,social,1247,63
2025-04-13,tablet,opera,email,598,23
2025-04-13,tablet,opera,organic,974,60
2025-04-13,tablet,opera,paid,747,44
2025-04-13,tablet,opera,social,669,26
2025-04-13,tablet,safari,email,873,60
2025-04-13,tablet,safari,organic,1451,124
2025-04-13,tablet,safari,paid,1225,69
2025-04-13,tablet,safari,social,1122,74
2025-04-14,desktop,chrome,email,5465,384
2025-04-14,desktop,chrome,organic,14062,1178
2025-04-14,desktop,chrome,paid,11636,678
2025-04-14,desktop,chrome,social,3249,200
2025-04-14,desktop,edge,email,1287,74
2025-04-14,desktop,edge,organic,3317,218
2025-04-14,desktop,edge,paid,2759,99
2025-04-14,desktop,edge,social,775,39
2025-04-14,desktop,firefox,email,739,44
2025-04-14,desktop,firefox,organic,2002,140
2025-04-14,desktop,firefox,paid,1665,78
2025-04-14,desktop,firefox,social,436,19
2025-04-14,desktop,opera,email,1963,102
2025-04-14,desktop,opera,organic,5103,294
2025-04-14,desktop,opera,paid,4127,166
2025-04-14,desktop,opera,social,1225,56
2025-04-14,desktop,safari,email,1338,97
2025-04-14,desktop,safari,organic,3672,291
2025-04-14,desktop,safari,paid,3022,151
2025-04-14,desktop,safari,social,861,46
2025-04-14,mobile,chrome,email,15063,774
2025-04-14,mobile,chrome,organic,39871,2555
2025-04-14,mobile,chrome,paid,32637,1277
2025-04-14,mobile,chrome,social,9197,374
2025-04-14,mobile,edge,email,3641,149
2025-04-14,mobile,edge,organic,9614,462
2025-04-14,mobile,edge,paid,7687,243
2025-04-14,mobile,edge,social,2181,65
2025-04-14,mobile,firefox,email,2144,104
2025-04-14,mobile,firefox,organic,5524,321
2025-04-14,mobile,firefox,paid,4613,180
2025-04-14,mobile,firefox,social,1287,50
2025-04-14,mobile,opera,email,5339,175
2025-04-14,mobile,opera,organic,14590,647
2025-04-14,mobile,opera,paid,11729,309
2025-04-14,mobile,opera,social,3285,90
2025-04-14,mobile,safari,email,3781,161
2025-04-14,mobile,safari,organic,10273,613
2025-04-14,mobile,safari,paid,8493,322
2025-04-14,mobile,safari,social,2334,91
2025-04-14,tablet,chrome,email,4813,282
2025-04-14,tablet,chrome,organic,13047,938
2025-04-14,tablet,chrome,paid,10658,515
2025-04-14,tablet,chrome,social,2897,156
2025-04-14,tablet,edge,email,1141,60
2025-04-14,tablet,edge,organic,3030,159
2025-04-14,tablet,edge,paid,2580,94
2025-04-14,tablet,edge,social,692,20
2025-04-14,tablet,firefox,email,665,37
2025-04-14,tablet,firefox,organic,1789,109
2025-04-14,tablet,firefox,paid,1467,67
2025-04-14,tablet,firefox,social,412,14
2025-04-14,tablet,opera,email,1778,82
2025-04-14,tablet,opera,organic,4562,221
2025-04-14,tablet,opera,paid,3801,132
2025-04-14,tablet,opera,social,1098,27
2025-04-14,tablet,safari,email,1250,84
2025-04-14,tablet,safari,organic,3286,211
2025-04-14,tablet,safari,paid,2779,126
2025-04-14,tablet,safari,social,702,32
2025-04-15,desktop,chrome,email,2658,224
2025-04-15,desktop,chrome,organic,29464,3200
2025-04-15,desktop,chrome,paid,14127,1007
2025-04-15,desktop,chrome,social,12980,973
2025-04-15,desktop,edge,email,348,20
2025-04-15,desktop,edge,organic,3889,329
2025-04-15,desktop,edge,paid,1854,99
2025-04-15,desktop,edge,social,1777,85
2025-04-15,desktop,firefox,email,1414,116
2025-04-15,desktop,firefox,organic,16283,1496
2025-04-15,desktop,firefox,paid,7740,474
2025-04-15,desktop,firefox,social,7075,423
2025-04-15,desktop,opera,email,508,29
2025-04-15,desktop,opera,organic,5784,414
2025-04-15,desktop,opera,paid,2839,144
2025-04-15,desktop,opera,social,2631,121
2025-04-15,desktop,safari,email,1143,98
2025-04-15,desktop,safari,organic,13337,1244
2025-04-15,desktop,safari,paid,6354,422
2025-04-15,desktop,safari,social,5867,391
2025-04-15,mobile,chrome,email,3042,200
2025-04-15,mobile,chrome,organic,33389,2722
2025-04-15,mobile,chrome,paid,16018,905
2025-04-15,mobile,chrome,social,14441,819
2025-04-15,mobile,edge,email,380,11
2025-04-15,mobile,edge,organic,4427,254
2025-04-15,mobile,edge,paid,2160,98
2025-04-15,mobile,edge,social,1900,74
2025-04-15,mobile,firefox,email,1635,96
2025-04-15,mobile,firefox,organic,18280,1136
2025-04-15,mobile,firefox,paid,8879,352
2025-04-15,mobile,firefox,social,7927,325
2025-04-15,mobile,opera,email,632,31
2025-04-15,mobile,opera,organic,6386,304
2025-04-15,mobile,opera,paid,3043,117
2025-04-15,mobile,opera,social,2879,110
2025-04-15,mobile,safari,email,1344,91
2025-04-15,mobile,safari,organic,15032,1092
2025-04-15,mobile,safari,paid,7353,338
2025-04-15,mobile,safari,social,6577,305
2025-04-15,tablet,chrome,email,67,4
2025-04-15,tablet,chrome,organic,636,55
2025-04-15,tablet,chrome,paid,314,17
2025-04-15,tablet,chrome,social,274,28
2025-04-15,tablet,edge,email,6,0
2025-04-15,tablet,edge,organic,84,3
2025-04-15,tablet,edge,paid,33,0
2025-04-15,tablet,edge,social,29,1
2025-04-15,tablet,firefox,email,25,2
2025-04-15,tablet,firefox,organic,368,30
2025-04-15,tablet,firefox,paid,190,13
2025-04-15,tablet,firefox,social,169,12
2025-04-15,tablet,opera,email,9,0
2025-04-15,tablet,opera,organic,127,2
2025-04-15,tablet,opera,paid,65,3
2025-04-15,tablet,opera,social,51,2
2025-04-15,tablet,safari,email,29,2
2025-04-15,tablet,safari,organic,304,26
2025-04-15,tablet,safari,paid,162,8
2025-04-15,tablet,safari,social,121,7
2025-04-16,desktop,chrome,email,11657,975
2025-04-16,desktop,chrome,organic,17439,1761
2025-04-16,desktop,chrome,paid,12504,874
2025-04-16,desktop,chrome,social,14157,924
2025-04-16,desktop,edge,email,2926,194
2025-04-16,desktop,edge,organic,4399,333
2025-04-16,desktop,edge,paid,2975,143
2025-04-16,desktop,edge,social,3485,175
2025-04-16,desktop,firefox,email,5979,430
2025-04-16,desktop,firefox,organic,9397,780
2025-04-16,desktop,firefox,paid,6652,341
2025-04-16,desktop,firefox,social,7338,472
2025-04-16,desktop,opera,email,3706,214
2025-04-16,desktop,opera,organic,5766,415
2025-04-16,desktop,opera,paid,4110,185
2025-04-16,desktop,opera,social,4566,209
2025-04-16,desktop,safari,email,3574,293
2025-04-16,desktop,safari,organic,5522,519
2025-04-16,desktop,safari,paid,3888,254
2025-04-16,desktop,safari,social,4372,290
2025-04-16,mobile,chrome,email,10775,0
2025-04-16,mobile,chrome,organic,16662,0
2025-04-16,mobile,chrome,paid,12273,0
2025-04-16,mobile,chrome,social,13463,0
2025-04-16,mobile,edge,email,2711,0
2025-04-16,mobile,edge,organic,4223,0
2025-04-16,mobile,edge,paid,3102,0
2025-04-16,mobile,edge,social,3414,0
2025-04-16,mobile,firefox,email,5668,0
2025-04-16,mobile,firefox,organic,9000,0
2025-04-16,mobile,firefox,paid,6355,0
2025-04-16,mobile,firefox,social,7092,0
2025-04-16,mobile,opera,email,3579,0
2025-04-16,mobile,opera,organic,5403,0
2025-04-16,mobile,opera,paid,3903,0
2025-04-16,mobile,opera,social,4329,0
2025-04-16,mobile,safari,email,3361,0
2025-04-16,mobile,safari,organic,5324,0
2025-04-16,mobile,safari,paid,3763,0
2025-04-16,mobile,safari,social,4121,0
2025-04-16,tablet,chrome,email,497,39
2025-04-16,tablet,chrome,organic,858,77
2025-04-16,tablet,chrome,paid,562,23
2025-04-16,tablet,chrome,social,702,32
2025-04-16,tablet,edge,email,146,6
2025-04-16,tablet,edge,organic,207,15
2025-04-16,tablet,edge,paid,126,3
2025-04-16,tablet,edge,social,170,5
2025-04-16,tablet,firefox,email,292,18
2025-04-16,tablet,firefox,organic,459,35
2025-04-16,tablet,firefox,paid,276,11
2025-04-16,tablet,firefox,social,359,18
2025-04-16,tablet,opera,email,180,11
2025-04-16,tablet,opera,organic,303,20
2025-04-16,tablet,opera,paid,216,14
2025-04-16,tablet,opera,social,214,9
2025-04-16,tablet,safari,email,169,10
2025-04-16,tablet,safari,organic,264,24
2025-04-16,tablet,safari,paid,185,12
2025-04-16,tablet,safari,social,205,12
2025-04-17,desktop,chrome,email,14587,1473
2025-04-17,desktop,chrome,organic,9806,1162
2025-04-17,desktop,chrome,paid,9352,799
2025-04-17,desktop,chrome,social,9389,789
2025-04-17,desktop,edge,email,4417,360
2025-04-17,desktop,edge,organic,2883,252
2025-04-17,desktop,edge,paid,2764,178
2025-04-17,desktop,edge,social,2883,191
2025-04-17,desktop,firefox,email,11669,989
2025-04-17,desktop,firefox,organic,7743,793
2025-04-17,desktop,firefox,paid,7351,533
2025-04-17,desktop,firefox,social,7350,488
2025-04-17,desktop,opera,email,1502,102
2025-04-17,desktop,opera,organic,966,87
2025-04-17,desktop,opera,paid,967,55
2025-04-17,desktop,opera,social,929,46
2025-04-17,desktop,safari,email,5847,549
2025-04-17,desktop,safari,organic,3859,431
2025-04-17,desktop,safari,paid,3634,265
2025-04-17,desktop,safari,social,3627,262
2025-04-17,mobile,chrome,email,19297,0
2025-04-17,mobile,chrome,organic,12785,0
2025-04-17,mobile,chrome,paid,12170,0
2025-04-17,mobile,chrome,social,12248,0
2025-04-17,mobile,edge,email,5812,0
2025-04-17,mobile,edge,organic,3831,0
2025-04-17,mobile,edge,paid,3674,0
2025-04-17,mobile,edge,social,3597,0
2025-04-17,mobile,firefox,email,15059,0
2025-04-17,mobile,firefox,organic,9849,0
2025-04-17,mobile,firefox,paid,9419,0
2025-04-17,mobile,firefox,social,9606,0
2025-04-17,mobile,opera,email,1964,0
2025-04-17,mobile,opera,organic,1281,0
2025-04-17,mobile,opera,paid,1254,0
2025-04-17,mobile,opera,social,1227,0
2025-04-17,mobile,safari,email,7463,0
2025-04-17,mobile,safari,organic,5010,0
2025-04-17,mobile,safari,paid,4732,0
2025-04-17,mobile,safari,social,4770,0
2025-04-17,tablet,chrome,email,1704,147
2025-04-17,tablet,chrome,organic,1156,122
2025-04-17,tablet,chrome,paid,1075,72
2025-04-17,tablet,chrome,social,1080,77
2025-04-17,tablet,edge,email,510,37
2025-04-17,tablet,edge,organic,331,22
2025-04-17,tablet,edge,paid,321,27
2025-04-17,tablet,edge,social,344,22
2025-04-17,tablet,firefox,email,1306,88
2025-04-17,tablet,firefox,organic,860,80
2025-04-17,tablet,firefox,paid,851,53
2025-04-17,tablet,firefox,social,816,44
2025-04-17,tablet,opera,email,184,13
2025-04-17,tablet,opera,organic,118,6
2025-04-17,tablet,opera,paid,92,4
2025-04-17,tablet,opera,social,118,5
2025-04-17,tablet,safari,email,699,44
2025-04-17,tablet,safari,organic,433,33
2025-04-17,tablet,safari,paid,414,32
2025-04-17,tablet,safari,social,441,42
